,date,open,high,low,close,adjclose,volume,ticker,atr21_ewm,atr21_ma,atr14_ewm,atr14_ma,pct_change
0,2004-08-19,50.050048828125,52.08208084106445,48.02802658081055,50.220218658447266,50.220218658447266,44659096.0,GOOGL,4.054054260253906,2.0115354628789994,4.054054260253906,1.9269272940499442,
1,2004-08-20,50.55555725097656,54.59459686279297,50.30030059814453,54.20920944213867,54.20920944213867,22834343.0,GOOGL,4.221842992873415,2.0115354628789994,4.225656373160222,1.9269272940499442,0.07942997641688754
2,2004-08-23,55.4304313659668,56.79679870605469,54.5795783996582,54.75475311279297,54.75475311279297,18256126.0,GOOGL,3.624426977151826,2.0115354628789994,3.5999091752316175,1.9269272940499442,0.0100636713995359
3,2004-08-24,55.67567443847656,55.855857849121094,51.83683776855469,52.48748779296875,52.48748779296875,15247337.0,GOOGL,3.737592980307354,2.0115354628789994,3.72812702380893,1.9269272940499442,-0.041407643920039705
4,2004-08-25,52.53253173828125,54.054054260253906,51.99199295043945,53.05305480957031,53.05305480957031,9188602.0,GOOGL,3.335773858791137,2.0115354628789994,3.2934530282565966,1.9269272940499442,0.010775273124756568
5,2004-08-26,52.52752685546875,54.029029846191406,52.382381439208984,54.009010314941406,54.009010314941406,7094898.0,GOOGL,2.9831959768877674,2.0115354628789994,2.912411798801025,1.9269272940499442,0.018018858834847773
6,2004-08-27,54.104103088378906,54.36436462402344,52.89789962768555,53.12812805175781,53.12812805175781,6211782.0,GOOGL,2.699973354186657,2.0115354628789994,2.6077201498492304,1.9269272940499442,-0.016309913069077253
7,2004-08-30,52.692691802978516,52.79779815673828,51.05605697631836,51.05605697631836,51.05605697631836,5196798.0,GOOGL,2.592976512575064,2.0115354628789994,2.502955078417074,1.9269272940499442,-0.03900139439170203
8,2004-08-31,51.201202392578125,51.90690612792969,51.13113021850586,51.236236572265625,51.236236572265625,4917877.0,GOOGL,2.317972936126057,2.0115354628789994,2.198763973536112,1.9269272940499442,0.003529054271285359
9,2004-09-01,51.40140151977539,51.536537170410156,49.884883880615234,50.175174713134766,50.175174713134766,9138253.0,GOOGL,2.219390705253206,2.0115354628789994,2.1028972417589986,1.9269272940499442,-0.020709207586593448
10,2004-09-02,49.64464569091797,51.236236572265625,49.5195198059082,50.80580520629883,50.80580520629883,15118666.0,GOOGL,2.1490331970293113,2.0115354628789994,2.037949951380711,1.9269272940499442,0.012568575929621462
11,2004-09-03,50.5255241394043,50.920921325683594,49.70970916748047,50.0550537109375,50.0550537109375,5152442.0,GOOGL,2.0239079928211963,2.0115354628789994,1.9035920848165613,1.9269272940499442,-0.014776884104343524
12,2004-09-07,50.55555725097656,51.05105209350586,49.854854583740234,50.84083938598633,50.84083938598633,5847547.0,GOOGL,1.9179772110836655,2.0115354628789994,1.7918891204615766,1.9269272940499442,0.01569842836622759
13,2004-09-08,50.4204216003418,51.566566467285156,50.30030059814453,51.201202392578125,51.201202392578125,4985609.0,GOOGL,1.8375523444424493,2.0115354628789994,1.7108799645231783,1.9269272940499442,0.007088061702835047
14,2004-09-09,51.316314697265625,51.40640640258789,50.55055236816406,51.206207275390625,51.206207275390625,4061734.0,GOOGL,1.7202181766405413,2.0115354628789994,1.5817866491681951,1.9269272940499442,9.774932186412677e-05
15,2004-09-10,50.85084915161133,53.33333206176758,50.70070266723633,52.717716217041016,52.717716217041016,8698892.0,GOOGL,1.8262375571519462,2.0115354628789994,1.7376932259361708,1.9773345869414662,0.029518080367120003
16,2004-09-13,53.36836624145508,54.25925827026367,53.28328323364258,53.803802490234375,53.803802490234375,7844148.0,GOOGL,1.7939727220948363,2.0115354628789994,1.7090224981009903,1.9462065488186941,0.020601921917897448
17,2004-09-14,53.778778076171875,56.05605697631836,53.448448181152344,55.80080032348633,55.80080032348633,10828960.0,GOOGL,1.8841607468199388,2.0115354628789994,1.8387015097208224,1.9934495664149314,0.037116295518600406
18,2004-09-15,55.33533477783203,57.17217254638672,55.155155181884766,56.05605697631836,56.05605697631836,10713076.0,GOOGL,1.898599467336424,2.0115354628789994,1.8641555545416273,1.9951329805640046,0.0045744263765441495
19,2004-09-16,56.226226806640625,57.95795822143555,55.880882263183594,57.04204177856445,57.04204177856445,9266324.0,GOOGL,1.9176574506579318,2.0115354628789994,1.8942658464429583,2.000986050398858,0.017589264308451646
20,2004-09-17,57.26726531982422,58.803802490234375,56.83183288574219,58.803802490234375,58.803802490234375,9472518.0,GOOGL,1.9233663685181712,2.0115354628789994,1.905166277741972,1.9989134471198102,0.030885302432003048
21,2004-09-20,58.53353500366211,60.860862731933594,58.443443298339844,59.73973846435547,59.73973846435547,10628761.0,GOOGL,1.9745705055952794,2.0115354628789994,1.9765302491518997,2.028806731867949,0.015916249196240795
22,2004-09-21,59.9649658203125,60.27027130126953,58.813812255859375,58.97897720336914,58.97897720336914,7228764.0,GOOGL,1.921548009021226,1.9851032525233403,1.9045078480767133,1.9879247542638208,-0.01273459309568703
23,2004-09-22,58.758758544921875,59.894893646240234,58.463462829589844,59.24924850463867,59.24924850463867,7581211.0,GOOGL,1.871957160024407,1.9587378984341524,1.8393292866024942,1.948175187291433,0.004582502343802863
24,2004-09-23,59.4794807434082,61.37637710571289,58.56856918334961,60.4704704284668,60.4704704284668,8535656.0,GOOGL,1.965685227610257,1.9991698043355395,1.9721720470739554,2.0095775255108506,0.020611601913103073
25,2004-09-24,60.53053283691406,62.11211013793945,59.93994140625,59.9749755859375,59.9749755859375,9123467.0,GOOGL,1.9861757192333593,2.00740784849525,1.9995001277586952,2.0211911830950364,-0.00819399682222477
26,2004-09-27,59.839839935302734,60.5004997253418,58.95895767211914,59.18918991088867,59.18918991088867,7066127.0,GOOGL,1.9424166352706937,1.9852237630060787,1.937129918305185,1.986930530961295,-0.013101892370475099
27,2004-09-28,60.71071243286133,63.763763427734375,60.165164947509766,63.493492126464844,63.493492126464844,16929054.0,GOOGL,2.1995329295604256,2.108526132236537,2.295304651919434,2.171762172810181,0.07272108677372402
28,2004-09-29,63.413414001464844,67.57757568359375,63.17817687988281,65.60560607910156,65.60560607910156,30516453.0,GOOGL,2.4129760653584986,2.2176153070686517,2.580344362970279,2.330879075017378,0.0332650462574946
29,2004-09-30,65.0150146484375,66.21621704101562,64.56456756591797,64.8648681640625,64.8648681640625,13758028.0,GOOGL,2.3395570177497613,2.190664553165271,2.454803040761041,2.282362675023112,-0.011290771617077144
30,2004-10-01,65.46546173095703,67.18718719482422,64.51451873779297,66.35635375976562,66.35635375976562,15124860.0,GOOGL,2.3715042865545573,2.2136171200160315,2.484199872057991,2.3102416594522643,0.02299373509756797
31,2004-10-04,67.69269561767578,68.50350189208984,67.08208465576172,67.59759521484375,67.59759521484375,13022764.0,GOOGL,2.3500942404958174,2.210451930125945,2.438793643854516,2.298592121800261,0.018705691086823073
32,2004-10-05,67.39739990234375,69.33433532714844,66.18618774414062,69.25425720214844,69.25425720214844,14973212.0,GOOGL,2.4259088773093316,2.255104104072701,2.5342229603181385,2.3592746547436576,0.02450770596260643
