,date,open,high,low,close,adjclose,volume,ticker,atr21_ewm,atr21_ma,atr14_ewm,atr14_ma,pct_change
0,2010-06-29,3.799999952316284,5.0,3.507999897003174,4.7779998779296875,4.7779998779296875,93831500.0,TSLA,1.4920001029968262,0.43085713613600957,1.4920001029968262,0.555142879486084,
1,2010-06-30,5.1579999923706055,6.084000110626221,4.659999847412109,4.765999794006348,4.765999794006348,85935500.0,TSLA,1.4563811393011183,0.43085713613600957,1.4555716173989433,0.555142879486084,-0.002511528721206191
2,2010-07-01,5.0,5.184000015258789,4.053999900817871,4.392000198364258,4.392000198364258,41094000.0,TSLA,1.3370696468295646,0.43085713613600957,1.3312021977630253,0.555142879486084,-0.07847243218777022
3,2010-07-02,4.599999904632568,4.619999885559082,3.742000102996826,3.8399999141693115,3.8399999141693115,25699000.0,TSLA,1.205412247704422,0.43085713613600957,1.1925547946355237,0.555142879486084,-0.125683119140234
4,2010-07-06,4.0,4.0,3.1659998893737793,3.2219998836517334,3.2219998836517334,34334500.0,TSLA,1.1163417148882198,0.43085713613600957,1.0990084261980753,0.555142879486084,-0.16093751154451963
5,2010-07-07,3.2799999713897705,3.3259999752044678,2.996000051498413,3.1600000858306885,3.1600000858306885,34608500.0,TSLA,0.9522054614854701,0.43085713613600957,0.921073568919968,0.555142879486084,-0.019242644338886783
6,2010-07-08,3.2279999256134033,3.503999948501587,3.114000082015991,3.492000102996826,3.492000102996826,38557000.0,TSLA,0.8472235331441793,0.43085713613600957,0.80916507973211,0.555142879486084,0.10506329371787437
7,2010-07-09,3.5160000324249268,3.5799999237060547,3.309999942779541,3.4800000190734863,3.4800000190734863,20253000.0,TSLA,0.7488625316291936,0.43085713613600957,0.7037123257021761,0.555142879486084,-0.003436450048509898
8,2010-07-12,3.5899999141693115,3.614000082015991,3.4000000953674316,3.4100000858306885,3.4100000858306885,11012500.0,TSLA,0.6644317855918185,0.43085713613600957,0.6135449005549418,0.555142879486084,-0.020114923235383997
9,2010-07-13,3.4779999256134033,3.7279999256134033,3.380000114440918,3.628000020980835,3.628000020980835,13400500.0,TSLA,0.6176155613824302,0.43085713613600957,0.5670151203567545,0.555142879486084,0.06392959814164967
10,2010-07-14,3.5880000591278076,4.03000020980835,3.552000045776367,3.9679999351501465,3.9679999351501465,20976000.0,TSLA,0.5980740838814392,0.43085713613600957,0.5520447099277348,0.555142879486084,0.09371552155542484
11,2010-07-15,3.98799991607666,4.300000190734863,3.799999952316284,3.9779999256134033,3.9779999256134033,18699000.0,TSLA,0.5849889541680188,0.43085713613600957,0.5435866664995365,0.555142879486084,0.0025201589280969827
12,2010-07-16,4.139999866485596,4.260000228881836,4.010000228881836,4.127999782562256,4.127999782562256,13106500.0,TSLA,0.5462123223572095,0.43085713613600957,0.5022801973261616,0.555142879486084,0.03770735539310577
13,2010-07-19,4.27400016784668,4.449999809265137,4.184000015258789,4.381999969482422,4.381999969482422,12432500.0,TSLA,0.5185432565963496,0.43085713613600957,0.4744953829787749,0.555142879486084,0.061531056274064966
14,2010-07-20,4.369999885559082,4.369999885559082,4.010000228881836,4.059999942779541,4.059999942779541,9126500.0,TSLA,0.5010281388451513,0.43085713613600957,0.4590204110296766,0.555142879486084,-0.0734824347205355
15,2010-07-21,4.131999969482422,4.179999828338623,3.9000000953674316,4.044000148773193,4.044000148773193,6262500.0,TSLA,0.47534531710129646,0.43085713613600957,0.4324602989577818,0.5354897975921631,-0.00394083601769557
16,2010-07-22,4.099999904632568,4.25,4.073999881744385,4.199999809265137,4.199999809265137,4789000.0,TSLA,0.4448201176869113,0.43085713613600957,0.3993593708699831,0.511954801423209,0.038575582283118415
17,2010-07-23,4.23799991607666,4.311999797821045,4.211999893188477,4.257999897003174,4.257999897003174,3268000.0,TSLA,0.4079284519551082,0.43085713613600957,0.3578892518620608,0.48338660050411614,0.01380954532666645
18,2010-07-26,4.300000190734863,4.300000190734863,4.059999942779541,4.190000057220459,4.190000057220459,4611000.0,TSLA,0.3896781875219765,0.43085713613600957,0.34106095584202734,0.46600186103634517,-0.015969901697408195
19,2010-07-27,4.182000160217285,4.236000061035156,4.052000045776367,4.110000133514404,4.110000133514404,3098500.0,TSLA,0.3677155684874883,0.43085713613600957,0.3188500700610064,0.445858872052234,-0.019093060289627872
20,2010-07-28,4.110000133514404,4.179999828338623,4.1020002365112305,4.144000053405762,4.144000053405762,2336000.0,TSLA,0.337262629379256,0.43085713613600957,0.28506310586222466,0.4195832091790311,0.008272486322837391
21,2010-07-29,4.1539998054504395,4.176000118255615,4.0,4.070000171661377,4.070000171661377,3080000.0,TSLA,0.320549226895435,0.43085713613600957,0.26986911859142404,0.4021844169702157,-0.017857114090422788
